obs_idx,group_name,group_idx,country_name,country_idx,female,age,GROUP,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11P1,Q11P2,Q11P3,Q11P4,Q11P5,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29P1,Q29P2,Q29P3,Q29P4,Q29P5,Q29P6,Q29P7,Q29P8,Q30,Q31,Q32,Q33P1,Q33P2,Q33P3,Q33P4,Q33P5,Q34,Q35P1,Q35P2,Q35P3,Q35P4,Q35P5,Q35P6,Q36,Q37P1,Q37P2,Q37P3,Q37P4,Q37P5,Q37P6,Q37P7,Q37P8,Q37P9,Q37P10,Q37P11,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50P1,Q50P2,Q50P3,Q50P4,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66P1,Q66P2,Q66P3,Q66P4,Q66P5,Q67,Q68,Q69,Q70P1,Q70P2,Q70P3,Q71,Q72,Q73P1,Q73P2,Q73P3,Q73P4,Q73P5,Q74P1,Q74P2,Q74P3,Q74P4,Q75,Q76,Q77,Q78,Q79P1,Q79P2,Q79P3,Q79P4,Q79P5,Q79P6,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,supp_islam_mov,relg_awakening,pol_islam,pol_islam_binary,quran_freq,ref_relg_freq,personal_islam,sharia_sociolife,sharia_crim_civ,relg_study,social_islam,sep_relg_politics,priv_relg,opp_pol_relg,per_id,nation_id,pol_efficacy,pol_active,be_pol_active,polpart_shura,uni,student,unemployed,finan_satis,gov_ignore_ppl,offic_selfinterest,obey_lead,caliphate,over40,coop,west_values_corrupt,censor_west,west_reason_underdev,muslim_brotherhood,islamist,arab_nationalism,socialism,liberalism,income,us_me_policies,us_relation,arab_israel_sol,life_security,newspaper_freq,rev_sep_relg_politics,rev_priv_relg,pol_islam0,persocio_islam0,pol_act0,att_us0,critic_gov0,neg_west0
659,Palestinian,3,Kuwait,1,0,LESS THAN 20,PALESTINIANS,MALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,STUDENT,NA,161180 701800 601700,K-NUGRA,APARTMENT,100,r4,r2,r3,r1,r5,DO NOT KNOW,NO,NO,YES,AGREE,NO,AGREE,DO NOT KNOW,NO,DO NOT AGREE,NO,AGREE,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r3,r6,r2,r8,r5,r4,r7,r1,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r1,r3,r4,r5,r2,4 AS STIPUL IN ISLAM,r4,r5,r6,r1,r2,r3,SOMETIMES,r6,r11,r5,r3,r10,r4,r7,r9,r1,r2,r8,DO NOT AGREE,DO NOT KNOW,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r2,r3,r1,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,CHANGE IN INDIV R/L,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r1,r2,r4,r3,r5,YES,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E&P ARAFAT K-ASAB,LES THAN PREVOUS YRS,SOMEWHAT,r2,r4,r3,r1,r5,r1,r2,r3,r4,DO NOT AGREE,MILITARY MEANS,SOMETIMES,YES,r4,r6,r5,r2,r3,r1,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,AGREE,PARTLY YES,SOMEWHAT AGREE,NA,YES,E-MUSR K-NAHD P-FTHR,DO NOT KNOW,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,3,4,3.5,1,3,3,3,2,4,3,3,1,1,1,arab,arab world,1,1,1,1,0,1,0,3,3,3,1,0,0,arab unity,4,3,3,0,0,1,0,0,7,1,1,0,3,4,4,4,3.75,3,3,1,3,3.3333333333333335
660,Palestinian,3,Kuwait,1,0,LESS THAN 20,PALESTINIANS,MALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,WORKING STUDENT,TEC PROFSSIONS,60&LES 200&LS 100&LS,K-NUGRA,APARTMENT,90,r4,r1,r5,r2,r3,YES,NO,DO NOT KNOW,NA,DO NOT AGREE,NO,DO NOT KNOW,NO,NO,AGREE,YES,AGREE,YES,DO NOT AGREE,AGREE,NA,AGREE,r5,r7,r1,r6,r3,r2,r8,r4,STRONGLY AGREE,STRONGLY AGREE,SOMETIMES,r3,r2,r4,r5,r1,4 AS STIPUL IN ISLAM,r6,r4,r3,r1,r5,r2,SOMETIMES,r3,r9,r6,r8,r10,r2,r5,r7,r1,r4,r11,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,RARELY,ANY TYPE OF PAR,YES,DO NOT AGREE,r4,r1,r2,r3,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,NO,E(WAFD)K(TRIB)P(OIG),YES,AGREE,AGREE,AGREE,NA,NA,DO NOT AGREE,CHG IN SOC-ECON STRU,ABOUT ONCE A MONTH,CONTRDICT ISLM TEACH,r2,r1,r5,r4,r3,NO,YES,AGAINST,E-ZAGH K-GHAD P-SH,E-KISM K-JSAB P-KHUS,E-GHAD K-QUTB P-GHAD,NONE,UNCERTAIN,r1,NA,r3,r2,NA,r2,r3,r1,r4,DO NOT AGREE,ISRL MST BE DESTRYED,SOMETIMES,NO,r6,r4,r5,r1,r3,r2,PLURAL COMPET US&WE,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,DO NOT KNOW,AGREE,PARTLY YES,STRONGLY AGREE,E-CPRP K-PPRP P-EPS,YES,E-K-P DONOT READ MAG,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,2,1,1.5,0,3,3,3,4,NA,4,4,1,1,1,muslim,islamic world,0,1,1,0,0,1,0,3,4,3,1,1,0,islamic unity,4,3,2,0,0,0,0,0,1,1,1,0,3,2,4,4,2.75,3.5,3,1,3.5,3
661,Palestinian,3,Kuwait,1,0,20-29,PALESTINIANS,MALE,SECONDARY SCHOOL,20-29,NEVER MARRIED,UNEMPLOYED,NA,81100 301400 201300,K-NUGRA,K GOVTH E ROM P ANNX,50,r3,r5,r1,r2,r4,IT DEPENDS ON CIRCUM,DO NOT KNOW,YES,YES,AGREE,YES,AGREE,YES,DO NOT KNOW,DO NOT AGREE,YES,AGREE,YES,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,r5,r6,r1,r8,r2,r3,r7,r4,SOMEWHAT AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,NA,NA,r1,4 AS STIPUL IN ISLAM,r3,r4,NA,r1,r2,r5,SOMETIMES,r3,r7,r8,r6,r9,r2,r11,r5,r4,r1,r10,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,UNCERTAIN,ALWAYS,AGREE,DO NOT AGREE,DAILY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,NO,E DEM K-P SHARIAH,YES,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,K-P NOTHING,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r3,NA,DO NOT KNOW,YES,IN FAVOR OF,HASSAN EL-BANA,E-KESHEK K-P PROPHET,K-PEOPLE P-HUSSAINI,NONE,SOMEWHAT,r2,NA,r3,r1,NA,r1,r3,r2,NA,DO NOT KNOW,ARAB-ISLAMIC UNITY,ALWAYS,YES,NA,r2,r4,r1,r5,r3,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,NO,SOMEWHAT AGREE,K-P ISM PALES STATE,YES,E-WOM/SR K-P MT ONE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,VERY INSECURE,E-OPENDED K-P 1950S,E-SDTE K-O/E P-PLO,P-OPENDED,3,4,3.5,1,3,3,3,4,4,3,3.6666666666666665,1,1,1,familial|tribal|local,islamic world,0,0,1,1,0,0,1,2,3,2,1,1,0,islamic unity,4,3,3,0,0,0,0,0,3,1,1,0,1,5,4,4,3.75,3.4,2,1,2.5,3.3333333333333335
662,Palestinian,3,Kuwait,1,0,20-29,PALESTINIANS,MALE,INTERMEDIATE SCHL,20-29,NEVER MARRIED,EMPLOYED,TEC PROFSSIONS,81100 301400 201300,K-NUGRA,APARTMENT,65,r3,r1,r4,r2,r5,NO,YES,NO,YES,AGREE,NO,DO NOT AGREE,NO,NO,DO NOT AGREE,NO,AGREE,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r3,r6,r1,r8,r5,r2,r7,r4,SOMEWHAT AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,r4,r5,r1,4 AS STIPUL IN ISLAM,r3,r5,r6,r1,r2,r4,SOMETIMES,r7,r9,r8,r3,r5,r4,r6,r11,r2,r1,r10,DO NOT AGREE,AGREE,SOMEWHAT AGREE,NO,STRONGLY AGREE,SOMETIMES,AGREE,DO NOT AGREE,EVERY FRIDAY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,E DEM K-P SHARIAH,YES,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN INDIV R/L,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,NO,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-GHAD K-QUTB P-GHAD,LES THAN PREVOUS YRS,YES,r1,r5,r2,r3,r4,r1,r2,r3,r4,DO NOT AGREE,ISRAEL-PLO TALKS,ALWAYS,YES,r5,r4,r6,r3,r2,r1,ISLAMIC SHARIAH,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTLY YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-MUSR K-NAHD P-FTHR,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-NSSE K-O/E P-ISMC,NA,4,4,4,1,3,3,3,4,4,3,3.6666666666666665,1,1,1,muslim,islamic world,1,1,1,1,0,0,0,2,4,3,1,0,0,islamic unity,4,3,3,0,0,0,0,0,3,1,1,1,3,5,4,4,4,3.4,3,1,3.5,3.3333333333333335
663,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,POST SECONDARY SCHL,20-29,NEVER MARRIED,EMPLOYED,CLERICAL PROF,6180 201300 101200,K-HAWALLI,APARTMENT,130,r4,r1,r3,r2,r5,DO NOT KNOW,DO NOT KNOW,NO,YES,AGREE,NO,AGREE,DO NOT KNOW,NO,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,r5,r6,r1,r8,r3,r4,r7,r2,STRONGLY AGREE,SOMEWHAT AGREE,SOMETIMES,r2,r3,r5,r4,r1,4 AS STIPUL IN ISLAM,r4,r5,NA,r1,r2,r3,RARELY,r7,r10,r9,r3,r8,r6,r4,r5,r1,r2,r11,DO NOT AGREE,DO NOT KNOW,STRONGLY AGREE,NO,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,NEVER,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,MEN RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN INDIV R/L,DAILY,CONTRDICT CUS&TRAD,r1,r2,r4,r5,r3,DO NOT KNOW,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,ABOUT THE SAME,SOMEWHAT,r2,r5,r3,r1,r4,r1,r4,r2,r3,AGREE,MILITARY MEANS,ALWAYS,DO NOT KNOW,r5,r4,r6,r1,r3,r2,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-NSSE K-O/E P-ISMC,NA,3,4,3.5,1,2,3,2.5,3,4,4,3.6666666666666665,1,1,1,muslim,islamic world,1,1,0,1,0,0,0,3,2,3,1,1,0,islamic unity,4,3,3,0,0,1,0,0,2,1,1,0,3,5,4,4,3.75,3.2,2,1,2.5,3.3333333333333335
664,Palestinian,3,Kuwait,1,0,LESS THAN 20,PALESTINIANS,MALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,UNEMPLOYED,NA,NA,K-NUGRA,APARTMENT,NA,r2,r1,r4,r3,r5,YES,DO NOT KNOW,YES,NO,AGREE,NO,DO NOT KNOW,NO,YES,DO NOT KNOW,YES,AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r5,r8,r1,r7,r3,r2,r6,r4,SOMEWHAT AGREE,YES-IF INTP MOD NEED,RARELY,r1,r3,r4,r5,r2,4 AS STIPUL IN ISLAM,r4,r3,r6,r2,r1,r5,RARELY,r8,r4,r9,r1,r6,r10,r11,r3,r5,r7,r2,UNCERTAIN,DO NOT AGREE,SOMEWHAT AGREE,NO,STRONGLY AGREE,SOMETIMES,DO NOT AGREE,AGREE,NEVER,MAJLES SHURA,NO,DO NOT AGREE,r4,r1,r3,r2,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,YES,E SHARIAH K-P DNKNOW,YES,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,CHANGE IN CUS&TRAD,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r1,r2,r3,r4,r5,DO NOT KNOW,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,E&P ARAFAT K-ASAB,NA,ABOUT THE SAME,NA,r2,r4,r3,r1,r5,NA,NA,r1,NA,DO NOT KNOW,MILITARY MEANS,NEVER,YES,r2,r6,r5,r1,r4,r3,ISLAMIC SHARIAH,AGREE,DO NOT AGREE,AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,NA,4,4,1,2,2,2,2,1,3,2,2,1,1.5,muslim,islamic world,1,1,0,1,0,0,1,2,2,2,0,0,0,arab unity,4,3,2,0,0,0,0,0,NA,1,3,0,3,4,3,4,3.6666666666666665,2,2,2,2,3
665,Palestinian,3,Kuwait,1,0,40 & OVER,PALESTINIANS,MALE,UNIVERSITY DEG&GRAD,40 & OVER,MARRIED,EMPLOYED,PA/EG JOUR-KU MI/POL,181200 801900 701800,K-NUGRA,APARTMENT,165,r1,r3,r4,r2,NA,YES,NO,NO,NO,DO NOT AGREE,NO,DO NOT AGREE,YES,YES,DO NOT AGREE,NO,AGREE,NO,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r4,r8,r5,r7,r3,r1,r6,r2,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r1,r3,r4,r5,SEPAR RIGHT FR WOMEN,NA,NA,NA,NA,NA,r1,ALWAYS,r9,r5,r8,r6,r4,r11,r3,r2,r7,r10,r1,SOMEWHAT AGREE,DO NOT AGREE,DO NOT KNOW,NO,STRONGLY AGREE,ALWAYS,DO NOT AGREE,AGREE,EVERY EAD,PARLM W POL PARTIES,NO,DO NOT AGREE,r4,r3,r1,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,SOMEWHAT AGREE,YES,LIBERALISM,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,SOMEWHAT AGREE,CHANGE IN CUS&TRAD,DAILY,COMPAT ISLM TEACH,r1,r2,r3,r5,r4,NO,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-QUTB K-SH P-ASSAD,E-KISM K-JSAB P-KHUS,LES THAN PREVOUS YRS,NO,r3,r2,r4,r1,NA,r1,r2,r3,r4,AGREE,MILITARY MEANS,SOMETIMES,YES,r1,r5,r2,r6,r3,r4,E-MARX K-P ISLM DEMC,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-BUSS/YTH K-P F&A M,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,NOT RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,K-O/E P-NO ONE,P-OPENDED,1,4,2.5,0,4,3,3.5,2,1,3,2,3,3,3,national,mediterr|gulf|sham com,1,0,1,0,1,0,0,3,4,3,0,0,1,afr|gulf|jord,3,3,3,0,0,0,0,1,8,1,3,0,3,5,2,2,2.25,2.6,2,2,3.5,3
666,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,SECONDARY SCHOOL,20-29,MARRIED,EMPLOYED,TEACHING&RELATE PROF,81100 301400 201300,K-HAWALLI,APARTMENT,NA,r2,r1,r3,r4,r5,NO,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,AGREE,NO,AGREE,YES,NO,DO NOT KNOW,NO,AGREE,DO NOT KNOW,DO NOT AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT AGREE,r5,r6,r1,r8,r4,r2,r7,r3,STRONGLY AGREE,YES-IF INTP MOD NEED,SOMETIMES,r3,r2,r4,r5,r1,4 AS STIPUL IN ISLAM,r5,r2,r6,r1,r4,r3,ALWAYS,r6,r11,r1,r7,r4,r2,r9,r5,r8,r3,r10,UNCERTAIN,AGREE,SOMEWHAT AGREE,NO,UNCERTAIN,ALWAYS,AGREE,DO NOT AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,SOMEWHAT AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT KNOW,PREFER STATUS QUO,ABOUT ONCE A WEEK,CONTRDICT CUS&TRAD,r1,r2,r4,r5,r3,NO,YES,IN FAVOR OF,JAMAL ABDUL NASSER,HASSAN EL-BANA,AHMAD QATAN,LES THAN PREVOUS YRS,UNCERTAIN,r2,r5,r3,r1,r4,r1,r2,r3,r4,AGREE,NA,ALWAYS,DO NOT KNOW,r5,r4,r6,r3,r2,r1,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,NO,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,AGREE,AGREE,DO NOT KNOW,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1950S,E-SDTE K-O/E P-PLO,NA,2,4,3,1,4,3,3.5,2,2,4,2.6666666666666665,2,2,2,muslim,islamic world,0,1,0,1,0,0,0,3,2,3,1,0,0,islamic unity,3,3,3,0,0,1,0,0,3,1,1,NA,3,3,3,3,3,3,2,1,2.5,3
667,Palestinian,3,Kuwait,1,1,LESS THAN 20,PALESTINIANS,FEMALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,STUDENT,NA,121140 501600 401500,K-NUGRA,APARTMENT,88,r2,r1,r3,r4,r5,YES,DO NOT KNOW,NO,YES,AGREE,NO,AGREE,NO,NO,DO NOT KNOW,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r5,r6,r1,r8,r3,r4,r7,r2,SOMEWHAT AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r5,r4,r1,SEPAR RIGHT FR WOMEN,r4,r6,r5,r3,r1,r2,ALWAYS,r3,r11,r4,r7,r10,r8,r6,r1,r5,r2,r9,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT KNOW,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r2,r3,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,r1,r2,r4,r5,r3,DO NOT KNOW,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E&P ARAFAT K-ASAB,LES THAN PREVOUS YRS,NO,r2,r5,r3,r1,r4,r1,r2,r3,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r4,r6,r5,r3,r2,r1,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,YES,E-K-P POL MAG,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-SDTE K-O/E P-PLO,NA,1,2,1.5,0,4,4,4,4,4,3,3.6666666666666665,1,1,1,muslim,islamic world,1,1,1,1,0,1,0,3,2,2,1,1,0,islamic unity,4,3,1,0,0,1,0,0,5,1,1,1,3,5,4,4,2.75,3.8,3,1,2,2.6666666666666665
668,Palestinian,3,Kuwait,1,1,LESS THAN 20,PALESTINIANS,FEMALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,STUDENT,NA,101120 401500 301400,K-MAIDAN HAWALLI,APARTMENT,120,r2,r1,r3,r4,r5,NO,NO,YES,YES,AGREE,YES,AGREE,YES,NO,AGREE,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,r5,r8,r6,r4,r3,r1,r7,r2,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r1,r4,r5,r3,r2,SEPAR RIGHT FR WOMEN,r5,r4,r6,r1,r2,r3,SOMETIMES,r4,r9,r8,r6,r7,r1,r11,r5,r3,r2,r10,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,RARELY,PARLM W POL PARTIES,YES,DO NOT AGREE,r4,r1,r2,r3,WOM RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,SOCIALISM,NO,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r2,r1,r3,r4,r5,DO NOT KNOW,YES,DO NOT KNOW,E-ALI K-MSAB P-JSAB,JAMAL ABDUL NASSER,E-MKAM K-SSAB P-HABS,NONE,NO,r2,r4,NA,r1,r3,r1,r3,r4,r2,DO NOT AGREE,MILITARY MEANS,SOMETIMES,YES,r2,r5,r4,r6,r3,r1,SOCIALIST USSR-EE,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,VERY INSECURE,E-OPENDED K-P 1970S,E-SDTE K-O/E P-PLO,P-OPENDED,1,2,1.5,0,3,3,3,2,4,3,3,1,1,1,muslim,islamic world,1,0,1,0,0,1,0,2,4,1,0,1,0,arab unity,4,3,3,0,0,0,1,0,4,1,1,0,1,5,4,4,2.75,3,2,1,2.5,3.3333333333333335
669,Palestinian,3,Kuwait,1,1,LESS THAN 20,PALESTINIANS,FEMALE,SECONDARY SCHOOL,LESS THAN 20,NEVER MARRIED,EMPLOYED,CLERICAL PROF,6180 201300 101200,K-NUGRA,APARTMENT,88,r2,r1,r3,r4,r5,YES,DO NOT KNOW,NO,YES,AGREE,NO,AGREE,YES,DO NOT KNOW,DO NOT KNOW,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r5,r6,r1,r8,r3,r4,r7,r2,SOMEWHAT AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r5,r4,r1,SEPAR RIGHT FR WOMEN,r4,r6,r5,r3,r1,r2,ALWAYS,r3,r11,r4,r7,r10,r8,r6,r1,r5,r2,r9,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT KNOW,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,r1,r2,r4,r5,r3,DO NOT KNOW,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E&P ARAFAT K-ASAB,LES THAN PREVOUS YRS,NO,r2,r5,r3,r1,r4,r1,r2,r3,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r4,r6,r5,r3,r2,r1,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,YES,E-K-P POL MAG,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-SDTE K-O/E P-PLO,NA,1,2,1.5,0,4,4,4,4,4,3,3.6666666666666665,1,1,1,muslim,islamic world,1,1,1,1,0,0,0,3,2,2,1,1,0,islamic unity,4,3,1,0,0,1,0,0,2,1,1,1,3,5,4,4,2.75,3.8,3,1,2,2.6666666666666665
